Month,Commissioner / Provider,Practice plus Code,Comparator Description,Age Band,Numerator,Denominator,Value
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE DISCOVERY PRACTICE (A81064),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,674,1.78041543026706
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE DOVECOT SURGERY (A81025),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,659,1.06221547799697
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ENDEAVOUR PRACTICE (A81023),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,788,1.6497461928934
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ERIMUS PRACTICE (A81037),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,697,2.00860832137733
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ESTON SURGERY (A81065) ( D 01-Oct-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,499,2.00400801603206
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE GARTH (A81032),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,26,2400,1.08333333333333
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE GREEN HOUSE SURGERY (A81052),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,23,1812,1.26931567328918
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE HEADLAND MEDICAL CENTRE (A81063),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,858,0.466200466200466
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE PATEL PRACTICE (A81612),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,620,0.483870967741935
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE RAVENSCAR SURGERY (Y00286),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,498,1.20481927710843
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE ROSEBERRY PRACTICE (A81610),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,1202,0.915141430948419
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THE SALTSCAR SURGERY (A81054),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,1601,1.18675827607745
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THORNABY & BARWICK MEDICAL GROUP (A81034),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,30,2678,1.12023898431665
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,THORNTREE SURGERY (A81621),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,222,2.25225225225225
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,VILLAGE MEDICAL CENTRE (A81009),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,1158,0.949913644214162
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WEST QUAY MEDICAL PRACTICE (A81060),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,964,1.34854771784232
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WEST VIEW MILLENIUM SURGERY A (A81631),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,16,1088,1.47058823529412
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WESTBOURNE MEDICAL CENTRE (A81012),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,577,0.519930675909879
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WHINFIELD MEDICAL PRACTICE (A83005),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,22,1984,1.10887096774194
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WOODBRIDGE PRACTICE (A81017),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,21,2524,0.832012678288431
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WOODLANDS FAMILY MEDICAL CENTRE (A81046),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,28,2020,1.38613861386139
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,WOODSIDE SURGERY (A81053),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,1197,0.918964076858814
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,YARM MEDICAL PRACTICE (A81027),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,23,2525,0.910891089108911
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 16C,ZETLAND MEDICAL PRACTICE (A81048),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1829,0.437397484964461
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,ANNFIELD PLAIN SURGERY (A83644),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,617,1.94489465153971
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,AUCKLAND MEDICAL GROUP (A83021),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,29,2736,1.05994152046784
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BARNARD CASTLE SURGERY (A83046),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,2400,0.583333333333333
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BELMONT & SHERBURN MEDICAL GROUP (A83014),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,1031,0.193986420950533
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BEVAN MEDICAL GROUP (A83616),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,1309,0.916730328495034
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BEWICK CRESCENT SURGERY (A83037),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,29,2837,1.02220655622136
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BISHOPGATE MEDICAL CENTRE (A83025),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,16,2318,0.690250215703192
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BISHOPS CLOSE MEDICAL PRACTICE (A83052),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,24,1590,1.50943396226415
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BLACKHALL AND PETERLEE PRACTICE (A83007),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,24,1933,1.24159337816865
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BOWBURN MEDICAL CENTRE (A83635),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,460,1.08695652173913
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BRIDGE END SURGERY (A83009),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,1361,0.734753857457752
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BROWNEY HOUSE SURGERY (A83617),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,445,0.898876404494382
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,BYRON MEDICAL PRACTICE (A83075),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,1505,0.79734219269103
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,CEDARS MEDICAL GROUP (A83038),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,911,0.768386388583974
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,CESTRIA HEALTH CENTRE (A83050),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,2050,0.926829268292683
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,CHASTLETON MEDICAL GROUP (A83036),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,2026,0.444225074037512
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,CHEVELEY PARK MEDICAL CTR (A83055),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,908,0.991189427312775
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,CLAYPATH & UNIVERSITY MEDICAL GROUP (A83011),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1747,0.457927876359473
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,CONSETT MEDICAL CENTRE (A83018),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,43,2968,1.44878706199461
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,COXHOE MEDICAL PRACTICE (A83027),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1051,0.570884871550904
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,DRS LAMBERT & NG (A83073),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1032,1.64728682170543
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,DUNELM MEDICAL PRACTICE (A83030),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,18,1899,0.947867298578199
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,EAST DURHAM MEDICAL GROUP (A83057),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,51,3079,1.65638194218902
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,EVENWOOD MEDICAL PRACTICE (A83626),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,433,0.46189376443418
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,FERRYHILL AND CHILTON MEDICAL PRACTICE (A83045),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,29,2618,1.10771581359817
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,GAINFORD SURGERY (A83061),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,792,0.252525252525253
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,GREAT LUMLEY SURGERY (A83029),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,976,1.74180327868852
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,HALLGARTH SURGERY (A83008),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,902,2.10643015521064
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,JUBILEE MEDICAL GROUP (A83066),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1723,0.986651189785258
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,LANCHESTER MEDICAL CENTRE (A83072),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,871,0.803673938002296
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,LEADGATE SURGERY (A83636),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,1048,0.66793893129771
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,MARLBOROUGH SURGERY (A83051),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1870,0.909090909090909
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,MIDDLE CHARE MEDICAL GROUP (A83028),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1818,0.44004400440044
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,MURTON MEDICAL CENTRE (A83041),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1411,1.20481927710843
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,NORTH HOUSE SURGERY (A83020),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,23,2562,0.897736143637783
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,OAKFIELDS HEALTH GROUP (A83618),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,1433,0.767620376831821
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,OLD FORGE SURGERY (A83043),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,741,0.809716599190284
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,PEASE WAY MEDICAL CENTRE (A83074),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1767,0.509337860780985
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,PELTON & FELLROSE MEDICAL GROUP (A83033),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,1740,0.804597701149425
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,PINFOLD MEDICAL PRACTICE (A83060),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,1,624,0.16025641025641
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,QUEENS ROAD SURGERY (A83049),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,28,2332,1.20068610634648
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,SACRISTON MEDICAL CENTRE (A83026),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,18,1654,1.08827085852479
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,SILVERDALE FAMILY PRACTICE (A83627),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,774,1.42118863049096
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,SKERNE MEDICAL GROUP (A83054),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,3079,0.552127314063007
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,SOUTHDENE MEDICAL CENTRE (A83619),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,465,0.43010752688172
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,ST ANDREW'S MEDICAL PRACTICE (A83001),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,27,2248,1.20106761565836
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,STANLEY MEDICAL GROUP (A83023),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,24,1979,1.21273370389085
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,STATION VIEW MEDICAL CENTRE (A83015),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1936,0.878099173553719
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,TANFIELD VIEW MEDICAL GROUP (A83016),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,17,1972,0.862068965517241
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,THE HAVEN SURGERY (A83622),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,383,1.56657963446475
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,THE HORDEN GROUP PRACTICE (A83044),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,16,1257,1.27287191726333
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,THE MEDICAL GROUP (A83022),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,41,4262,0.961989676208353
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,THE NEW SEAHAM MEDICAL GROUP (A83071),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,659,1.21396054628225
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,THE WEARDALE PRACTICE (A83035),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1826,0.438116100766703
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,VILLAGES MEDICAL GROUP (A83637),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,761,0.788436268068331
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,WEST CORNFORTH MEDICAL CENTRE (A83634),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,546,1.83150183150183
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,WEST RAINTON SURGERY (A83024),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,981,0.509683995922528
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,WILLIAM BROWN CENTRE (A83012),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,41,2739,1.49689667761957
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,WILLINGTON MEDICAL GROUP (A83003),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,1499,0.933955970647098
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,WINGATE MEDICAL PRACTICE INTRAHEALTH (A83610),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,543,2.02578268876611
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 84H,WOODVIEW MEDICAL PRACTICE (A83032),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,653,0.612557427258806
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,49 MARINE AVENUE SURGERY (A87006) ( D 01-Apr-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,1074,0.931098696461825
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,BEAUMONT PARK SURGERY (A87011),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1123,0.534283170080143
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,BEWICKE MEDICAL CENTRE (A87013),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,1396,1.36103151862464
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,BRIDGE AND MONKSEATON MEDICAL PRACTICE (A87020),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1822,0.439077936333699
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,COLLINGWOOD HEALTH GROUP (A87004),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,36,3522,1.0221465076661
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,HADRIAN HEALTH CENTRE (A87029),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,27,2993,0.902104911460074
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,LANE END SURGERY (A86016),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1273,0.471327572663001
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,MALLARD MEDICAL PRACTICE (A87615),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,729,0.274348422496571
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,MARINE AVENUE MEDICAL CTR (A87008),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1111,0.72007200720072
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,NELSON MEDICAL GROUP (A87019) ( D 01-Apr-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,800,1.75
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,NORTHUMBERLAND PARK MEDICAL GROUP (A87022),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,881,0.454029511918275
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,PARK PARADE PRACTICE (A87600) ( D 01-Apr-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,2,741,0.269905533063428
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,PRIORY MEDICAL GROUP (A87009),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,14,2244,0.623885918003565
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,REDBURN PARK MEDICAL CENTRE (A87030),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,533,0.938086303939962
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,SPRING TERRACE HEALTH CENTRE (A87002),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1171,0.683176771989752
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,STEPHENSON PARK HEALTH GROUP (A87007),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,21,2553,0.82256169212691
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,SWARLAND AVENUE SURGERY (A86041),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,909,0.66006600660066
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,THE VILLAGE GREEN SURGERY (A87016),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,15,1754,0.855188141391106
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,WELLSPRING MEDICAL PRACT. (A87612),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,16,1041,1.53698366954851
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,WEST FARM SURGERY (A86005),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,791,0.505689001264223
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,WHITLEY BAY HEALTH CENTRE (A87005),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,18,2183,0.824553366926248
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,WIDEOPEN MEDICAL CENTRE (A87012),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,20,1367,1.46305779078274
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,WOODLANDS PARK HEALTH CTR (A87017),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1216,0.740131578947368
Apr-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 99C,BRIDGE MEDICAL (A87023) ( C 01-May-25 ),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,397,0.755667506297229
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,ALNWICK MEDICAL GROUP (A84006),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,24,4459,0.53823727293115
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BEDLINGTONSHIRE MED.GROUP (A84005),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,35,2218,1.57799819657349
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BELFORD MEDICAL PRACTICE (A84008),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1239,0.726392251815981
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BELLINGHAM PRACTICE (A84027),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,5,848,0.589622641509434
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BRANCH END SURGERY (A84047),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1212,0.742574257425743
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BURN BRAE MEDICAL GROUP (A84024),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,1983,0.353000504286435
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,COQUET MEDICAL GROUP (A84022),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,18,2572,0.699844479004666
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,CORBRIDGE HEALTH CENTRE (A84018),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,16,1818,0.88008800880088
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,CRAMLINGTON MEDICAL GROUP (A84025),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1098,0.728597449908925
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,ELSDON AVENUE SURGERY (A84619),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,4,732,0.546448087431694
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,FORUM FAMILY PRACTICE (A84038),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,12,1480,0.810810810810811
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,GAS HOUSE LANE SURGERY (A84039),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,7,1424,0.491573033707865
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,GREYSTOKE SURGERY (A84031),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,8,1937,0.413009808982963
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,GUIDEPOST MEDICAL GROUP (A84020),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,13,1607,0.808960796515246
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,HALTWHISTLE MEDICAL GROUP (A84034),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,10,1314,0.76103500761035
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT (A84045),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,1201,0.249791840133222
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,HUMSHAUGH & WARK MED GRP (A84040),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,808,0.742574257425743
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,MARINE MEDICAL GROUP (A84014),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,19,2093,0.907787864309604
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,NETHERFIELD HOUSE (A84037),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,9,1001,0.899100899100899
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,NORTHUMBERLAND HEALTH (A84029),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,3,1040,0.288461538461538
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,PONTELAND MEDICAL GROUP (A84007),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,11,2289,0.480559196155526
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,PRUDHOE MEDICAL GROUP (A84016),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,6,1068,0.561797752808989
May-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,RAILWAY MEDICAL GROUP (A84009),Percentage of patients with an anticholinergic burden score of 6 or more,Aged 65 and over,44,4041,1.08883939618906
