Month,Commissioner / Provider,Practice plus Code,Comparator Description,Age Band,Numerator,Denominator,Value
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BELFORD MEDICAL PRACTICE (A84008),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,43,628,6.84713375796178
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BELLINGHAM PRACTICE (A84027),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,34,422,8.05687203791469
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BRANCH END SURGERY (A84047),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,58,674,8.6053412462908
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,BURN BRAE MEDICAL GROUP (A84024),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,94,1155,8.13852813852814
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,COQUET MEDICAL GROUP (A84022),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,127,1315,9.65779467680608
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,CORBRIDGE HEALTH CENTRE (A84018),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,61,1014,6.01577909270217
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,CRAMLINGTON MEDICAL GROUP (A84025),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,55,475,11.5789473684211
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,ELSDON AVENUE SURGERY (A84619),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,30,357,8.40336134453782
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,FORUM FAMILY PRACTICE (A84038),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,47,752,6.25
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,GAS HOUSE LANE SURGERY (A84039),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,43,714,6.02240896358543
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,GREYSTOKE SURGERY (A84031),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,61,1093,5.58096980786825
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,GUIDEPOST MEDICAL GROUP (A84020),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,92,873,10.5383734249714
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,HALTWHISTLE MEDICAL GROUP (A84034),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,69,713,9.67741935483871
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,HAYDON BRIDGE & ALLENDALE MEDICAL PRACT (A84045),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,40,577,6.93240901213172
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,HUMSHAUGH & WARK MED GRP (A84040),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,30,387,7.75193798449612
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,MARINE MEDICAL GROUP (A84014),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,77,1065,7.23004694835681
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,NETHERFIELD HOUSE (A84037),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,37,539,6.86456400742115
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,NORTHUMBERLAND HEALTH (A84029),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,48,467,10.2783725910064
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,PONTELAND MEDICAL GROUP (A84007),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,122,1334,9.14542728635682
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,PRUDHOE MEDICAL GROUP (A84016),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,59,553,10.6690777576853
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,RAILWAY MEDICAL GROUP (A84009),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,190,1964,9.67413441955193
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,RIVERSDALE SURGERY (A84035),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,62,737,8.41248303934871
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,SCOTS GAP MEDICAL GROUP (A84042),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,11,239,4.60251046025105
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,SEATON PARK MEDICAL GROUP (A84028),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,196,1640,11.9512195121951
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,THE ADDERLANE SURGERY (A84614),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,19,171,11.1111111111111
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,THE GABLES MEDICAL GROUP (A84013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,61,577,10.5719237435009
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,THE ROTHBURY PRACTICE (A84002),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,37,730,5.06849315068493
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,THE SELE MEDICAL PRACTICE (A84033),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,42,646,6.5015479876161
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,UNION BRAE & NORHAM PRAC (A84044),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,76,795,9.55974842767296
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,VALENS MEDICAL PARTNERSHIP (A84036),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,507,4294,11.8071727992548
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,VILLAGE MEDICAL GROUP (A84030),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,104,1123,9.26090828138914
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,WELL CLOSE MEDICAL GROUP (A84026),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,95,1130,8.4070796460177
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,WHITE MEDICAL GROUP (A84011),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,81,1008,8.03571428571429
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00L,WOOLER HEALTH (A84604),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,57,676,8.43195266272189
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,ALBERT ROAD SURGERY (A88010),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,50,357,14.0056022408964
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,CENTRAL SURGERY (A88013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,120,1250,9.6
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,COLLIERY COURT MEDICAL GROUP (A88016),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,55,708,7.7683615819209
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,DR THORNILEY-WALKER & PARTNERS (A88009),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,50,578,8.65051903114187
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,EAST WING PRACTICE (A88613),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,48,392,12.2448979591837
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,ELLISON VIEW SURGERY (A88012),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,67,468,14.3162393162393
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,FARNHAM MEDICAL CTR. (A88002),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,100,1228,8.14332247557003
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,IMEARY MEDICAL GROUP (A88601),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,30,336,8.92857142857143
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,MARSDEN MEDICAL GROUP (A88003),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,97,1218,7.96387520525452
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,MAYFIELD MEDICAL GROUP (A88004),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,80,622,12.8617363344051
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,RAVENSWORTH SURGERY (A88608),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,80,483,16.5631469979296
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,ST GEORGE & RIVERSIDE MEDICAL PRACTICE (A88015),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,65,488,13.3196721311475
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,TALBOT MEDICAL CENTRE (A88006),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,77,602,12.7906976744186
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,THE G.P.SUITE (A88025),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,63,421,14.9643705463183
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,THE GLEN MEDICAL GROUP (A88022),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,67,659,10.1669195751138
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,TRINITY MEDICAL CENTRE (A88008),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,52,464,11.2068965517241
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,VICTORIA MEDICAL CENTRE (A88001),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,46,337,13.6498516320475
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,WENLOCK ROAD SURGERY (A88005),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,46,318,14.4654088050314
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,WEST VIEW SURGERY (A88014),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,17,155,10.9677419354839
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,WHITBURN SURGERY (A88023),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,68,592,11.4864864864865
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00N,WAWN STREET SURGERY (A88007) ( C 01-May-25 ),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,51,611,8.34697217675941
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,ASHBURN MEDICAL CENTRE (A89018),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,59,406,14.5320197044335
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,BRIDGE VIEW MEDICAL GROUP (A89019),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,191,1152,16.5798611111111
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,CASTLETOWN MEDICAL CENTRE (A89036),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,22,149,14.7651006711409
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,CHESTER SURGERY (A89623),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,15,163,9.20245398773006
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,CONCORD MEDICAL PRACTICE (A89022),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,71,496,14.3145161290323
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,DEERNESS PARK MEDICAL GROUP (A89001),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,120,968,12.396694214876
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,FORGE MEDICAL PRACTICE (A89020),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,62,533,11.6322701688555
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,"FULWELL MEDICAL CENTRE, (A89015)",Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,94,992,9.4758064516129
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,GALLERIES MEDICAL PRACTICE (A89012),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,84,744,11.2903225806452
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,GRANGEWOOD SURGERY (A89028),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,69,682,10.1173020527859
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,HAPPY HOUSE SURGERY (A89041),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,58,466,12.4463519313305
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,HERRINGTON MEDICAL CENTRE (A89009),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,73,688,10.6104651162791
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,HETTON GROUP PRACTICE (A89004),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,153,1129,13.5518157661647
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,"HOUGHTON MEDICAL GROUP, (A89023)",Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,75,677,11.0782865583456
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,HYLTON MEDICAL GROUP (A89031),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,34,284,11.9718309859155
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,I J HEALTHCARE (A89617),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,31,329,9.42249240121581
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,KEPIER MEDICAL PRACTICE (A89021),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,71,590,12.0338983050847
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,MILLFIELD MEDICAL GROUP (A89017),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,108,879,12.2866894197952
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,MONKWEARMOUTH HEALTH CENTRE (A89040),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,46,457,10.0656455142232
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,NEW SILKSWORTH MEDICAL PRACTICE (A89032),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,90,765,11.7647058823529
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,NEW WASHINGTON MEDICAL GROUP (A89026),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,77,631,12.202852614897
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,PALLION FAMILY PRACTICE (A89007),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,88,737,11.9402985074627
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,PARK LANE PRACTICE (A89034),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,16,163,9.8159509202454
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,RED HOUSE MEDICAL CENTRE (A89008),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,68,361,18.8365650969529
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,RICKLETON MEDICAL CENTRE (A89616),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,23,181,12.707182320442
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,RIVERVIEW SURGERY (A89002),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,49,363,13.4986225895317
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,SOUTHLANDS MEDICAL GROUP (A89035),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,116,825,14.0606060606061
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,SPRINGWELL MEDICAL GROUP (A89027),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,46,432,10.6481481481481
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,ST BEDE MEDICAL CENTRE (A89016),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,92,759,12.1212121212121
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE (A89025),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,56,501,11.1776447105788
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG (A89614),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,73,378,19.3121693121693
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,THE BROADWAY MEDICAL PRACTICE (A89024),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,63,579,10.880829015544
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,THE NEW CITY MEDICAL GROUP (A89013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,79,559,14.1323792486583
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,THE STEPHENSON MEDICAL PRACTICE (A89010),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,95,1112,8.5431654676259
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,VILLAGE SURGERY PARTNERSHIP (A89011),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,65,396,16.4141414141414
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,VILLETTE SURGERY (A89005),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,66,539,12.2448979591837
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,WEARSIDE MEDICAL PRACTICE - PALLION (A89006),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,63,434,14.5161290322581
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 00P,WESTBOURNE MEDICAL GROUP (A89030),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,81,587,13.7989778534923
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,ALSTON MEDICAL PRACTICE (A82004),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,19,236,8.05084745762712
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,APPLEBY MEDICAL PRACTICE (A82006),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,34,668,5.08982035928144
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,ASPATRIA MEDICAL GROUP (A82055),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,73,728,10.0274725274725
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,BIRBECK MEDICAL GROUP (A82035),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,95,1386,6.85425685425685
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,BRAMPTON MEDICAL PRACTICE (A82012),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,169,1857,9.1007000538503
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CALDBECK SURGERY (A82014),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,37,596,6.20805369127517
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CARLISLE CENTRAL PRACTICE (A82015),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,39,350,11.1428571428571
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CARLISLE HEALTHCARE (A82016),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,259,3096,8.3656330749354
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CASTLEGATE AND DERWENT SURGERY (A82021),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,152,1890,8.04232804232804
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,CASTLEHEAD MEDICAL CENTRE (A82028),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,49,1049,4.67111534795043
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,COURT THORN SURGERY (A82631),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,30,404,7.42574257425743
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,DALSTON MEDICAL GROUP (A82022),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,49,646,7.58513931888545
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,DISTINGTON SURGERY (A82023),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,67,638,10.5015673981191
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,EDEN MEDICAL GROUP (A82020),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,102,1125,9.06666666666667
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,FELLVIEW HEALTHCARE (A82044),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,246,2017,12.1963311849281
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,GLENRIDDING HEALTH CENTRE (A82620),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,5,77,6.49350649350649
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,JAMES STREET GROUP PRACT (A82047),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,328,3102,10.5738233397808
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,KIRKOSWALD SURGERY (A82617),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,20,290,6.89655172413793
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,LONGTOWN MEDICAL CENTRE (A82646),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,25,349,7.16332378223496
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,LOWTHER MEDICAL CENTRE (A82041),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,173,1345,12.8624535315985
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,MANSION HOUSE SURGERY (A82075),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,60,624,9.61538461538462
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,MARYPORT HEALTH SERVICES (A82032),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,158,1438,10.9874826147427
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SEASCALE HEALTH CENTRE (A82024),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,53,721,7.35090152565881
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SHAP MEDICAL PRACTICE (A82031),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,25,326,7.66871165644172
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SILLOTH GROUP MEDICAL PRACTICE (A82037),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,68,604,11.2582781456954
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,SPENCER ST SURGERY (A82018),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,44,931,4.72610096670247
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,TEMPLE SOWERBY MEDICAL PRACTICE (A82038),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,25,441,5.66893424036281
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,THE CROFT SURGERY (A82029),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,19,407,4.66830466830467
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,THE LAKES MEDICAL PRACTICE (A82036),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,75,982,7.63747454175153
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,UPPER EDEN MEDICAL PRACTICE (A82013),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,60,885,6.77966101694915
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,WARWICK SQUARE GROUP PRACTICE (A82654),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,47,665,7.06766917293233
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,WESTCROFT HOUSE SURGERY (A82064),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,75,655,11.4503816793893
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,WIGTON GROUP MEDICAL PRACTICE (A82045),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,73,919,7.94341675734494
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,FUSEHILL MEDICAL PRACTICE (A82019) ( C 01-May-25 ),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,48,496,9.67741935483871
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BEACON VIEW MEDICAL CENTRE (A85026),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,28,360,7.77777777777778
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BENFIELD PARK MEDICAL GROUP (A86023),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,65,517,12.5725338491296
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BENSHAM FAMILY PRACTICE (A85002),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,27,313,8.62619808306709
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BETTS AVENUE MEDICAL GROUP (A86030),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,119,629,18.9189189189189
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BEWICK ROAD SURGERY (A85017),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,49,336,14.5833333333333
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BIDDLESTONE HEALTH GROUP (A86010),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,50,433,11.5473441108545
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BIRTLEY MEDICAL GROUP (A85008),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,147,1468,10.0136239782016
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,BRUNTON PARK (A86033),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,34,350,9.71428571428571
Jan-24,NHS NORTH EAST AND NORTH CUMBRIA ICB - 13T,CENTRAL GATESHEAD MEDICAL GROUP (A85019),Percentage of patients prescribed 10 or more unique medicines,Aged 75 and over,77,573,13.4380453752181
